HN24,HN24_7d,Pen_depth,HN72_24,MS_Snow,min_ccl_pen,wind_trans24_3d,SWE,TA,wind_trans24_7d,Sd,sn38_pwl,Qw,wind_trans24,TS2,Sn,VW,sk38_pwl,MS_Wind,TS0
0.020113588731522514,0.015185625717737518,0.005418953763340444,0.009719370409899663,-0.004329663699463707,-0.00392775870532205,-0.009182041265739826,0.006755596436390381,0.003437365095718028,-0.0017771240574559974,-0.013169783417348905,-0.011399912003786686,-0.013492356610125475,0.0013175326786101025,-0.0020118251800886337,0.0029164836113826243,0.006569201154682863,0.0034389353732452318,0.006168577039109852,-0.0007309386334479005
-0.012062924168906952,-0.002953167239174945,0.0009385432790926035,0.00685599859102998,-0.009103792107198387,-0.0018192006514921846,-0.0044372466508260325,0.005670309129127416,0.003412578437758687,-0.010080378238562844,0.011819773483754641,-0.006047930583323855,-0.006149132001301038,-0.005186564892089034,-0.0027029096666956313,0.004319167444627965,-0.0003054591317534997,-0.005203836995157568,-6.820693767319089e-05,0.015847886876921013
-0.023211059291910103,-0.015291076653932879,-0.010391195400782942,-0.0024366356970373696,-0.007834929328334206,-0.0009453192668540099,-0.0021680610087544965,-0.002437798808071723,0.001888061454374111,-0.0025268692591635046,0.007185984559594848,-0.0017413381776714228,-8.994253645748142e-05,-0.003042357539209964,-0.004787464351805586,-0.0002634887143358351,0.023648051285296484,-0.0007425450993954049,0.004817377472330312,0.010985612209769896
-0.020028595870535355,0.0012041306379493722,0.0037453649714249576,0.006261215192425879,-0.009365609195083379,-0.003916995968829723,0.001231444408307045,0.005381807976397492,0.004911780651649072,-0.003781498452226513,0.009550881265604402,-0.008652489184896696,-0.004752823740588306,0.0019231171803160885,-0.0026171772560580077,-0.0011456581849779472,-0.000908977992342747,-0.004549071266083047,0.00012300668206686885,0.010727893369912636
0.045639571427818736,0.007292956905124204,0.01132923756546613,0.01883312555890977,0.02718715659430018,-0.0036780102952131237,-0.00996179020340302,0.01538275708022411,0.0012450495569646593,-0.0027236755529641697,0.01001616551783324,-0.02329969170338397,-0.0001301202826289235,0.003928184161219783,0.0037104970319827165,-0.012149024255243909,0.004925039568964469,-0.02235261332534719,-0.0009721686577055776,0.014687116014271548
-0.0286156903622638,0.0026630257835010226,-0.011478282710862308,0.0010240854801425788,-0.008497283777493673,-0.0031242126560634144,0.0006532447452627816,0.0029600700458104257,-2.0179178827674688e-05,-0.002478611422338872,0.008389128404766478,-0.008905597232539248,0.0003940941612624268,-0.006167642188277871,-0.0033299270138862393,-0.0021296111816385137,-0.005558480384121747,0.001337888987812524,-0.0003262984333559874,0.00878124402632238
-0.03659075026873324,-0.0021957884673368725,-0.005824376320451846,-0.008750899248019169,-0.008120901104218018,-0.003323827817681983,-0.0024339029318556035,-0.0015000475344277217,0.0012709300869998207,-0.0009791703900070084,0.005633697449205405,-0.0051567713742648865,-0.0014508220504891752,-0.004067585849115857,-0.002959389140378334,0.0040781259246675,0.0029627886547435385,-0.0022910970674274718,-5.339631500343513e-05,0.0071660533481917804
-0.015198628995894975,0.00399235569348093,0.00016446476474811945,-0.006587499576926348,-0.010711561405332757,-0.001881878053730665,-0.0045975405697390665,0.005776854385524832,0.0003037126394823049,-0.007033812559796691,0.007191107221551646,-0.007278693834802351,0.006058546324299336,-0.006143599959881008,-0.010736876446947768,0.004570721397443171,-0.0009808728764740713,-0.0036141180296059856,-0.0002347250686337551,0.012203626100769423
-0.020197396780131386,0.0008304967947333348,0.0028526915123802603,-0.004644421461756185,-0.010395183126674964,-0.0006461965773632977,0.0010659790450639165,0.0063075596108683385,-0.0018345877407894794,-0.004193507900563418,0.00802131784335264,-0.010018593122683038,0.00666444959169894,-0.007117070030071772,-0.005541184301158258,-0.0017809804103308127,-0.002402411494234306,0.0009536977900521992,-0.0003774995884547618,0.00699346606413504
0.026173913185702988,0.00858763714272451,0.007962249681925946,0.010085312143977109,-0.014101498456439007,-0.011228401345554936,0.0006141070641994386,0.012329993414896307,-0.004809887380251894,0.0004547300419653763,0.006189827873143562,-0.013637118188028883,0.0037293263319103675,-0.008250499219817966,-0.0036090323315147513,-0.0013433597946035049,-0.007593759141721723,0.007685623195187268,-0.0003486274097425224,0.009175244096768436
