HN24,HN24_7d,Pen_depth,HN72_24,MS_Snow,min_ccl_pen,wind_trans24_3d,SWE,TA,wind_trans24_7d,Sd,sn38_pwl,Qw,wind_trans24,TS2,Sn,VW,sk38_pwl,MS_Wind,TS0
-0.011808241775191465,-0.12575526814864132,-0.07634955899775377,-0.02912895898941013,-0.007291517580015349,-0.026396942716382907,-0.0238334685426283,-0.021139944684352183,-0.01041210447748502,-0.016338027974319026,-0.0015471788549621087,-0.007571720410875663,-0.009891945147392105,-0.006981570108958596,-0.0121580264736258,-0.011063741476391437,-0.01454864961206719,-0.008853893896157386,-0.005634732324639719,-0.004611176914768294
-0.0027036267159079815,-0.13197824003902497,-0.12030844352770752,-0.05655723387482187,0.0003577089097234443,-0.05235518745136992,0.008152094118122474,-0.05007012306014074,-0.012415606669480135,0.01663127408071887,-0.005859953297961816,-0.002117604618979384,-0.011886141831928399,0.00045353752459050055,-0.017446143872415023,0.04197339584168123,-0.016483374769256137,-0.007046621261882442,6.32399191575453e-05,0.004927695910834401
-0.0022858688359459257,0.027432666169867545,0.05255191537134427,-0.020706086203087275,0.007864521371472312,0.04247544761708314,0.014640402967731161,-0.04769571567342307,-0.04386969095338524,0.018207863403076775,-0.025473999398333655,0.011548011343402323,-0.06009227501199347,0.0019530914412462172,0.06079565915570129,0.05810822224574319,-0.23950208957452557,0.0180476941812473,-0.015561034457059574,0.013207405302091498
-0.0008511163684306614,-0.09623507434919398,-0.11481144702294839,-0.040229249868716586,0.000274956282131219,-0.019606918370021344,-0.016851788676479674,-0.044437048558805446,-0.00949682530549277,-0.006261757308869464,-0.0014960780490461453,-0.015374811631336345,-0.010263094878173432,-0.003500137586961507,-0.019730084682717763,-0.0030062006843703235,-0.015665561096393502,0.002194385777596223,7.682310446398509e-05,-0.005315487115391686
-0.01623759903915925,-0.12081444586622335,-0.07215491960610962,-0.034559830474512034,-0.03117634249104109,-0.023149521212423373,-0.022087066083331584,-0.02760724744187125,-0.015191997727767255,-0.009793384618533307,0.0010698184724121072,-0.010307934833496497,-0.0035621107298842015,-0.003978911776357562,-0.009770857437106316,-0.0023406028246972716,-0.017345215829845988,-0.0025865955885577344,-0.005655834995074352,-0.0029673935819300823
-0.003387649133801461,-0.2330107175884768,-0.049672117001221816,-0.0357435606973013,-6.722663829956384e-05,-0.021816348207260795,-0.019205901869863738,-0.029956842766841876,-0.019076747233727164,-0.014224616176021908,-0.000617041377408892,-0.010043940339625503,0.003657147445871183,-2.2351732962611205e-05,-0.008382594405654043,0.011813907821973163,0.022453764725263073,-0.014623113403698276,3.91859423446757e-05,-0.0004752624989487217
0.0005996402343347033,-0.13767125923603699,-0.0704620664215569,-0.003549675135194169,0.0008841603608258676,-0.038861855028953875,0.005208508421395287,-0.06182515210413838,-0.021910572712367873,-0.020273344020436828,-0.00863017687535224,-0.014329109279788097,-0.00999391645377424,0.0006920442703994946,-0.03585499234167704,0.06013974956818857,-0.030159325924663184,0.004308140204035833,7.181996993798599e-05,-0.00710741327765087
-0.00027902656797474946,-0.20927274426261042,-0.12789428218102936,-0.03203119843325111,-6.576521399740967e-05,-0.05038814042869491,0.0073337225972015104,-0.04022589515758834,-0.027695028449525122,0.018273488703804717,-0.005339099707925922,-0.003215651669209662,0.003319800791796297,-0.0006067024010796274,-0.01789275825101262,0.028125466292452373,0.033928118886057436,0.002438807033176997,8.259504548428906e-05,0.006721900171833114
-0.003594203090857871,-0.13284779698587953,-0.11168205395719272,-0.026899397037826314,-8.034995718238598e-05,-0.028975789468531726,-0.021341392838561055,-0.03632276268850547,-0.020409471623424904,-0.019407022830467514,0.00030602864436028585,-0.012173616341412216,0.002228099480368352,0.00018246167378189286,-0.01064639848850978,0.0007767630875362832,0.009228730368583158,-0.01252791318746555,2.7438896067913155e-05,-0.0032348760082580464
-0.01514163454834488,-0.17475942262584188,-0.09277921937027711,-0.05851057129984838,-1.8742280760000875e-05,-0.02926606529319542,-0.004283800768219708,-0.025678793392871744,-0.025230474943624962,0.0034564162722866385,0.003113558156085973,-0.017665341895723632,0.0007329998154697624,0.00045635012123966995,-0.0039676731379586294,0.007864312488527503,0.013418404096543476,-0.006816726547355455,4.6558491982676716e-05,-0.004356464346395421
0.00036847382463747253,-0.23839073062728858,-0.08323375221943326,-0.01969874415682473,-0.0003971655989880725,-0.036780596472575165,0.003010654437724344,0.0016992622335480262,-0.015556053549128895,0.016757874693236464,-7.066612015477665e-06,0.005609853762822845,-0.00011616833614728952,0.0014576038137117109,-0.0024049040830383694,-0.024342014438783133,-0.01789508193624594,0.002940020635821085,-0.007942985939347025,0.00031731748429593204
