HN24,HN24_7d,Pen_depth,HN72_24,MS_Snow,min_ccl_pen,wind_trans24_3d,SWE,TA,wind_trans24_7d,Sd,sn38_pwl,Qw,wind_trans24,TS2,Sn,VW,sk38_pwl,MS_Wind,TS0
-0.03769101881945972,0.007208402047205406,-0.026429005040748355,-0.11554987940277593,0.0024021188271581228,-0.0015534629783360324,0.0004470516645233154,-0.008340587464723893,-0.014247307652840394,0.010265960605465812,0.0025649680522231676,-0.010712796349641089,-0.02117869351495756,-0.012404267667831545,-0.003361819232037908,0.008017429022875151,0.0023254589705417558,-0.01199273141489054,-0.0010793222045564746,0.0011136422046304996
1.6255362716037502e-05,0.0653572351494222,0.08388352222391404,-0.01461434919183375,0.007694753648053548,0.03977132654312299,0.033070087247954995,-0.008052946470173385,-0.01190541483617078,0.013635232751257725,-0.004514112700126136,0.014163323095514593,-0.05398232773101578,0.012987236938012453,0.018490304130536973,-0.04669011958370297,0.010267125267807077,0.0038430945551954283,0.001131900225882428,0.02808304545062128
0.013544336888395868,0.036326540749675285,-0.03789313293547214,0.02881948775980467,0.0026886106119491156,-0.02911893685600565,0.011588494825797773,0.007825169649828842,0.016036968891373057,0.004228100425098092,0.008185334176717641,-0.0044114931298342205,-0.008280685044398217,0.007146426786008912,-0.024071867571037724,-0.05728069259532883,0.0656758708798831,-0.0020767044159583753,-0.007822608772451844,0.009317474494261358
-0.005883405061710321,0.03559257992436566,0.061073694076233864,-0.05821445163242362,0.0061626171437092125,0.0258109308812224,-0.006680807896094238,-0.042452928206960984,-0.016001669416921993,0.009918525204799756,-0.0030135280458489454,-0.007989703223380886,-0.03672880640243724,0.004091911094243797,0.014385743832487308,-0.024619144412669505,-0.0030364492205747647,0.014893257620666787,0.0008509252732619652,0.008655001800895361
-0.03289569031980743,0.013512734469065132,0.010571887183274765,-0.17463943245432653,0.003812511344052231,-0.001972423635985854,-0.0022324053414437615,-0.008285747614281717,-0.004692433597034932,0.0047963275716756465,-0.0012477812341724793,-0.003400870795012452,0.003016622816988572,-0.015894709656907553,-0.0011399505874336018,-0.010720508208226724,-0.0036734546064205228,0.002673843921608446,-0.0011875699421701317,0.0030929814664220137
0.021323692335378536,0.08507364257995505,0.062315255651677365,0.017172674937367734,0.006517382156841144,0.03787143275762599,-0.0026131935145046275,-0.06417731586989249,-0.028813941639576415,0.017264463090299,-0.015919786662755845,0.011728610508628967,0.008675830917006045,-0.004753735463891638,0.013980260482834033,-0.020658657241535063,0.015360560219657293,-0.046400964072575636,0.0004771261578813829,0.005438735800950477
0.03612817640620051,0.1015283097884579,0.09764334857764573,0.07682443989663927,0.010777007157060634,0.04488328743221548,0.012528204258026863,-0.020051755367312577,-0.021073662419706433,0.015064610824629204,-0.021765762661719534,0.01495808135116628,-0.02189730745992467,0.014108011215769987,0.040380272244122654,-0.0754241872621545,0.012799608636608667,0.016081478038395287,0.0009412360259254127,0.00498846515324355
0.004782259224642377,0.1598358905124284,0.11312200030214929,0.08277420866118822,0.008642472792804863,0.048987997873822055,0.030958294395823024,-0.006466133864014412,0.006414092033131363,0.010121021661325358,-0.010584281883105473,0.019088807378332903,0.010940583040549734,0.015655722370526447,0.011907505082490395,-0.026315626727979786,0.004797307836221697,0.011471623039882,0.000914189455603878,0.015992364509147587
0.01803889896060961,0.052696867578973385,0.07428735804811973,0.04172459318176453,0.006921868424979037,0.014743863542389586,0.004382249880776127,-0.03290124960398922,-0.00902156797227993,0.0187450881615708,-0.009007560495325992,-0.010343741517087137,0.005628183626007137,0.007892426792144153,0.0007427843843470216,-0.02214975273721696,0.022639073686441413,-0.03699737491338357,0.0009937399557869257,0.009613363922593031
-0.028382493153912947,0.026885320195578974,0.028095448691359104,-0.08871341648307862,0.0015344932283430038,0.0009587529349179639,0.006690843557880722,-0.009458938731307475,-0.0030513871424288175,-0.002741933993529523,-0.007775761302618776,0.01092043848417233,0.0006351425021421062,0.006346968512516469,-0.007106212081950311,-0.021833069058872456,0.010561562508034214,-0.045790615038325384,0.0005678047228138879,0.001091168794567543
