feat_sel__HN72_24,feat_sel__HN24,feat_sel__HN24_7d,feat_sel__Pen_depth,feat_sel__min_ccl_pen,feat_sel__MS_Snow,feat_sel__wind_trans24_3d,feat_sel__wind_trans24_7d,feat_sel__RH,feat_sel__wind_trans24,feat_sel__TA,feat_sel__pAlbedo,feat_sel__Sn,feat_sel__S4,feat_sel__LWR_net,feat_sel__Qs,feat_sel__ILWR,feat_sel__Qw,feat_sel__VW,feat_sel__ccl_pwl_100,feat_sel__ISWR,feat_sel__HS_mod,feat_sel__zSn,feat_sel__TSS_mod,feat_sel__Qg0,feat_sel__ISWR_diff,feat_sel__VW_drift,feat_sel__sn38_pwl_100,feat_sel__zSs,feat_sel__Ss
0.025423062233085034,0.016768783070866787,0.011730628087785066,0.014395896854308877,0.004325651117774359,-0.00397542347730504,-0.00010829857028699878,-0.002093105192440374,-0.007131699460398078,0.004696201237543139,-0.0012937613337373347,0.0005490004984683369,-0.0009139295886028062,0.00020677874395860513,0.004356285289085282,-0.0013447739324874385,-0.003800467850140806,-0.0019203147688750984,0.0011463449315659993,-0.0011334517869045994,0.0003281753182586989,0.004993000964321031,-0.0022087514388782177,-0.005502946862090388,-0.003072704191998896,-0.0018523989517587984,0.000577215092281552,0.002869854151316446,0.00615542516392171,-0.0028504211830947274
0.006386859601181481,-0.015750585301998698,-0.002123659016087263,-0.0008516483501394183,-0.0001329985772410133,-0.00862097775079047,-0.003206573433323274,-0.0033510157444096586,-0.004777798690329259,-0.003929794093015756,0.0007659177301752441,-0.00017630890142709488,-0.002840901295261336,-0.0022550362660258517,-0.002484993374147468,-0.0013676590435569881,-0.002459870685710832,-0.00027098128499659273,-0.0005065262490900556,-0.0011659578699897695,0.0006386327990641444,0.004437375092603661,-0.002009928509493106,-0.004805619713616831,0.0005672484734946205,-0.00010136237490602031,-0.0008566191737740397,-0.0037091195870585956,0.003383476285065692,0.00256609788969449
-0.008177065547520271,-0.014087738438832789,-0.005824090561629822,-0.012379528833052674,-0.007973405606832733,-0.007110223451700832,-0.006083326596194039,-0.004590864749033022,-0.0025200006472827796,-0.004685474032201061,-0.0029567465527045194,0.0019575181314903474,-0.0007905403577976721,0.00023986888674425795,0.0038299827484796073,-0.0009071671354838888,-0.0021082972675683853,0.002681072399370763,0.024651159634511914,-0.001324950475225151,0.002167556734037685,0.0025857434601635216,0.0009610308254440806,-0.0032583953149593055,0.001951213164337931,-0.0003215667966619054,-0.00027432992819926617,-0.001207182276069939,0.0012055842177293372,7.105270488400105e-05
0.006742507063709057,-0.016541932742127313,0.0002874145130122535,0.005969970060260404,-0.001968363071475444,-0.008355569086045189,0.001855014252816704,-0.0032323708965302823,-0.004046602043194913,-0.0008000942823144907,-0.000991729765700623,7.241159924876268e-05,-0.003238688092527318,-0.00067910149224707,-0.001475350150113778,-0.0019738505536292285,-0.002782429841912951,0.0005658988384371062,-0.0009257787885476854,0.0038599529446874735,0.002211424713957185,0.007264809181010205,-0.0018419188350608613,-0.006639549710586875,5.432407578896594e-05,7.208499511607899e-05,0.00017714597774461972,-0.0024989751492504953,0.0021551588267459754,0.0006106895631964836
0.023347747618617312,0.02719634120174832,0.009916994675353239,0.01650199269123419,0.00286364426215572,0.027950742268509153,-0.001107738297275957,-0.0001005438712030288,0.013189365176574763,0.0043336441826382485,-0.0014831014398294347,0.0008841028171356026,-0.0072458017302515125,0.002538243464822177,-0.005691471648109106,-0.0008418549364352761,-0.002016604976226591,0.0006094258752349828,0.004148925143811929,-0.0026746833568611185,0.003006870290237408,0.0029274355880246974,-0.000312779579402493,-0.0021818246203692488,0.003248871973811446,-0.000577566863209162,0.00041621175604694,-0.005389305519896047,0.007419533693580315,-0.0023678043547036114
0.0029769600298477916,-0.01985471284867904,0.0036463936244867305,-0.00965544417606719,-0.002940785413387123,-0.008704471519552903,0.00038932185597177933,-0.002285124420645158,-0.003208003126771105,-0.003371324567447472,-4.645386720521162e-05,-0.0006350119722155839,-0.0019338700314647152,0.00014207485112486553,-0.0015272605826880598,-0.00012014740652246708,-0.0018742584664714988,0.0004075998139622804,-0.0013973996596932262,-0.0001382499172822196,-0.0006619738951858056,0.0049977261804083056,-0.0003740694172624198,-0.003508997191126436,0.0014869793314836372,-0.0004994146128759224,-0.0013504040284872116,-0.004030309580872646,0.004424137701381107,-0.0009292914390637175
-0.014528719426677838,-0.019247211100158618,-0.0006811847716664192,-0.00618918944530099,-0.0028036129329507393,-0.008749878449075274,-0.00392184403404837,-0.0007926362742451982,-0.0029024315447890225,-0.005054500619339069,0.0006549455636405786,-0.0008300155937460589,0.001370106638308101,-0.0015895430625605539,-0.001314494156054372,-0.001600012590739478,-0.0019286184971807833,0.0003745350205339405,0.0005234596863958292,-0.0012142777446014306,0.0005938332042505689,0.0023326186517592918,0.00021111485387257907,-0.003364281873989328,0.0008471790986433299,6.179033033746294e-05,-0.0010281942356805062,-0.0030984426365784127,0.0003375761067137622,0.0003964540728826245
-0.010285987672178943,-0.014566559538774688,0.0005502463552452281,0.0020505988210762585,0.0010177217504630325,-0.009172421665586947,-0.004219947719914833,-0.002946445507668332,-0.0042076930375443645,-0.0045874019320022,0.0012857215984064013,0.0007636202255099152,0.0010668390287751144,-0.0016399011608042866,-0.0019085871181235736,0.0003684582588032413,-0.001090395141354136,0.001146489996517305,-0.0019892749726221266,-0.0015494876159892264,-3.03841706911479e-05,0.004526824486556818,-0.0017557794036161148,-0.0043255111278909485,0.00027409806466699525,0.00040135491869394257,0.0011969050691774306,-0.0023076572310878236,0.002956504770590621,0.0021838505569283777
-0.01232249986164743,-0.014001826925874108,-0.0006622536220271852,0.005246100705354681,-0.0007507548798150524,-0.009093546917541159,-0.0020541596736735807,-0.0028437039280295503,-0.0031713619548883,-0.0037550122934109156,-0.0003193875658628765,-0.0006761322110109178,-0.002680961795022401,-0.0017861331539546098,-0.004011705019418086,-0.0015799487721747285,-0.0035497443560867973,0.00032793303685051947,-0.0024556231643899314,0.0009025583085998585,-0.0011323511145500639,0.005231133977773424,-0.001310488166910854,-0.0043969080839710885,0.0006718639455123216,-0.0002664116374457336,-0.0015020622219064288,-0.004131823294756748,0.003748937218876839,0.002529818922847709
0.012397192059702857,0.011375566094882305,0.0037429745275413336,0.011828703248714025,-0.00487591000587329,-0.009642793925051385,-0.001673725077946157,-0.003767722712828768,-0.003944135808612238,-0.004163694188567307,-0.000595166587113418,0.00023470898814115758,-0.004258834507359495,0.00295348899062179,-0.0007608143923522139,-0.0014820838809564319,-0.003963122901687213,0.0005579866765298585,-0.0038215495591227173,0.0008726970141749099,0.00018911282045088428,0.006465184744771493,-0.0019907476529189283,-0.004489392769707878,0.0004087368417665764,0.0013667380709623351,0.005100922746678638,-0.0030746912715879033,0.0033237622652764988,-2.5070029211005443e-05
-0.010705699202888757,-0.019117953259227223,0.0011597695564623774,-0.007599698977993358,-0.005071532016539519,-0.009441505741388021,-0.001967720063744896,-0.0008135631976181889,-0.0031744949161305784,-0.0022655198228168252,0.0007774204267427992,-0.001041929644895768,-0.0011124774776506215,-0.0013318939092258405,-0.0014224010869140317,-0.0009195287449082274,-0.0013655508752648065,-0.0012220061865689889,-0.00012007383894053775,-0.0009835634217981244,-0.0005341968860748123,-0.00179859862859963,-0.0012797451780458338,-0.0028776882342633012,-0.0006406748801964412,0.0008774393930651752,-0.0008112166041491104,-0.0016854441731632504,-0.002487295296328209,0.00044218722032925064
