feat_sel__HN72_24,feat_sel__HN24,feat_sel__HN24_7d,feat_sel__Pen_depth,feat_sel__min_ccl_pen,feat_sel__MS_Snow,feat_sel__wind_trans24_3d,feat_sel__wind_trans24_7d,feat_sel__RH,feat_sel__wind_trans24,feat_sel__TA,feat_sel__pAlbedo,feat_sel__Sn,feat_sel__S4,feat_sel__LWR_net,feat_sel__Qs,feat_sel__ILWR,feat_sel__Qw,feat_sel__VW,feat_sel__ccl_pwl_100,feat_sel__ISWR,feat_sel__HS_mod,feat_sel__zSn,feat_sel__TSS_mod,feat_sel__Qg0,feat_sel__ISWR_diff,feat_sel__VW_drift,feat_sel__sn38_pwl_100,feat_sel__zSs,feat_sel__Ss
-0.06582200023810515,-0.02518496450734952,-0.08660577408418232,-0.078879349369667,-0.03670983970625519,-0.002407482116141585,-0.021940373472861065,-0.019500619698141763,-0.002442498085592571,-0.012248538500518326,-0.009423398117786622,-0.0022393119768526863,-0.003861193231416265,-0.006985680132696147,-0.0038791359882718902,0.0014045763447586182,-0.0023658024111675663,-0.0067347695305762624,-0.004242343921785149,-0.01203763370625524,-0.005511441498905678,-0.0002394917139019323,0.0004041584667038844,-0.0010394482677563792,-0.0039692535778933,-0.0030084685459541415,-0.005680893785319111,-0.00798295675901565,-0.0030076428198014603,-0.0016449127429366008
-0.09102581788393777,-0.004772090403964171,-0.10795623862676688,-0.09910287252291092,-0.051551820444379136,0.0005607270564394629,0.009351674796555815,0.014996545344395255,-0.0020164943820406545,0.0033336537936093863,-0.020194751514067754,-0.0025478632528679024,0.013452892019443205,-0.002845061066679977,0.0004718218500313607,0.0005409087978216999,-0.005274445290604005,-0.011484295993189094,-0.003178110310564286,-0.01072255867499167,-0.005995095995103117,-0.0001555048564507661,0.0010234133791419677,-0.003590592516276319,-0.008910693071510626,-0.005418677858518134,0.002613228736498159,-0.0045914947212755235,-0.005953747563634743,0.0038547562507914705
-0.021115813699615252,0.0007601347688916786,0.015620805329991692,0.06491587059898984,0.053765088005519115,0.004308377788374434,0.011438397195970711,0.01860801764167568,-0.007562619785724794,0.003393196552857386,-0.05221036125259208,-0.018011030929055143,0.013016810179313464,0.021052519191917064,-0.009795100751216854,-0.00398577590969925,-0.006845649833145333,-0.022460319230289207,-0.09076765273878311,0.01174671758825907,-0.016429227234066524,-0.0019717689524465266,-0.003267179611227359,-0.0016670740410981884,-0.016531338152839272,-0.0113629337321859,-0.0009324253194342748,0.0037446127491892987,-0.01162954026698915,-0.0015192691016292538
-0.06820070641662003,-0.00460370935115372,-0.08511853063052996,-0.09367900050404311,-0.03440874724342151,0.00037486566561905775,-0.021801058019052928,-0.00720454707950632,-0.0027145253996194913,-0.009452604923611734,-0.011707040956091685,-0.0026821519831638704,-0.00225672881571976,-0.000559647181686065,0.0008971499847055427,-0.0011336999063389505,-0.003315310827850824,-0.006795864090670981,-0.002105957203985925,-0.014546767275413899,-0.004281744385821373,-0.001384543024257322,0.0022771100383535206,-0.0032650339988292984,-0.00837010952064303,-0.004777092070160295,-0.005307358210973362,-0.010789755576363143,-0.003943893147486545,0.0030056255866579154
-0.06118090325963117,-0.028010017465057706,-0.08079283784037876,-0.07737103479445921,-0.03116093750813985,-0.021940344624281898,-0.018350539383021777,-0.015917842716671217,-0.015108287935080102,-0.011823596875885939,-0.0160042874896043,-0.005814459405450835,-0.0015517059854236405,-0.006650509831464651,-0.0016183822488011052,0.0006553480620155929,-0.0022108282922313877,-0.002904526172525502,-0.006826609620989623,-0.01131862722912422,-8.506209130821428e-05,-0.00040156985046867276,0.0016882289675679608,-0.0011604564872893899,-0.006004551964751105,-0.0021195990029377197,-0.0006078516345429802,-0.006817466879771796,-0.003006603762748356,-0.0008188512936888855
-0.06591408368545469,-0.0017168726135887266,-0.12244290741275132,-0.05483283038685449,-0.03129823605128659,0.0005639621971166679,-0.026680137358445315,-0.02655750958021694,0.0014105040555172405,-0.004795373169656239,-0.017619022092912245,-0.0017787038794191547,0.0034783841512615633,-0.008876211239769848,0.00010980218424574278,0.00041814795523703336,-0.004492825873706293,-0.0018556831673213828,0.007853438873243156,-0.01492431816092259,-0.0022193966271575978,0.0011427777893100797,-0.0007262637710626538,-0.004485185222211094,-0.0077623170311565196,-0.0010116416232694094,0.0021046384517079985,-0.010282228717654496,-0.00661184088605175,-0.00034599071693259056
0.004357511265693094,0.005211972181105839,-0.11873610915279238,-0.07692624675406418,-0.0488133588374374,0.00158596112012554,0.006067587142291665,-0.02554965110408882,-0.0021451096070335303,0.0046696272495377845,-0.021514098619944765,-0.0025687506436172305,0.026457956817575845,-0.000679090031819477,-0.0032418748164041887,-0.002356858029023778,-0.00566122132258017,-0.005919407865697447,-0.009317353005200833,-0.0018296581175657155,-0.0028961640787455653,0.004618936640131135,-0.0005841140959598912,-0.0050170529841186825,-0.012069674539730457,0.00630086869893297,0.002594454135754802,-0.012201644697033328,-0.007411042201334191,0.007200239062561124
-0.029861019535047557,-0.006872526525762307,-0.1372014065822986,-0.11070787336487481,-0.05196413160139876,0.0011272183119527728,0.01044925198999624,0.01854409564572701,-0.0002442567674824283,0.002506888480399631,-0.026016912561256992,-0.0024001127269998833,0.0142905686300033,-0.003636486127856678,0.0028278249895775176,0.0022361234277927227,-0.008976386009470764,-0.00038493490772081255,0.008564747283204367,-0.01307391340074142,-0.001322061814627809,0.0007252581815470008,0.000779751319910745,-0.0071268787114943145,-0.009381725123448648,0.0020774070822035537,-0.002614329847414538,-0.003380254187785792,-0.005970805227725084,0.004400825927402565
-0.030885781945500224,-0.009209251884181374,-0.10836545039140685,-0.10155798109276423,-0.04441789831964236,0.00030116144909344156,-0.024423039386121326,-0.023496840333531888,-0.0017291793785941846,-0.0011272562022632288,-0.017886717460212573,-0.0015468703533167295,-0.0015668483147192839,-0.0041572415517864385,0.003293498528276947,-0.0007112722545204973,-0.005100520507428281,-0.0004755761411504107,0.004733449446477309,-0.014587499310663846,-0.0022347824128290516,-0.0014680454273868345,0.0016461807152201085,-0.0039497614081715395,-0.008532292095334053,0.0014702680209247873,0.0021251246813196786,-0.00974228281942856,-0.005083981876662622,0.005929011839831279
-0.08204537953837553,-0.03468829893086218,-0.1096568448984213,-0.098763075283724,-0.04058818065843925,7.919133705525268e-05,-0.005822426939624278,0.006654455984891946,-0.0027057064749431417,0.0027733202380854603,-0.021635654663561613,-0.0011561249116573287,0.0016648186647113049,-0.006211069526943901,0.0014720333595457864,-0.00010316806923275749,-0.005200202909377833,-0.0012814022461351497,0.004571344888586603,-0.011165667586180473,-0.0024328997922385123,0.0003208136569875558,-0.0006740803296563062,-0.004602423282430413,-0.007381846261402689,0.0010294606864249313,0.0002960238924150829,-0.008721126571603234,-0.0009603615767411145,0.0018709863104019926
