Qs,Ql,TSG,Qg0,Qr,OLWR,ILWR,LWR_net,OSWR,ISWR,Qw,pAlbedo,ISWR_h,ISWR_diff,ISWR_dir,TA,TSS_mod,TSS_meas,T_bottom,RH,VW,VW_drift,DW,MS_Snow,HS_mod,HS_meas,hoar_size,wind_trans24,wind_trans24_7d,wind_trans24_3d,HN24,HN72_24,HN24_7d,SWE,MS_water,MS_Wind,MS_Rain,MS_SN_Runoff,MS_Sublimation,MS_Evap,TS0,TS1,TS2,Sclass2,zSd_mean,Sd,zSn,Sn,zSs,Ss,zS4,S4,S5,pwl_100,pwl_100_15,base_pwl,ssi_pwl,sk38_pwl,sn38_pwl,ccl_pwl,ssi_pwl_100,sk38_pwl_100,sn38_pwl_100,ccl_pwl_100,Pen_depth,min_ccl_pen
-0.0009837960334668008,-0.0010378168680451397,-3.623554705703876e-06,0.0015465028784369741,-7.385835663083669e-06,-8.447565156789276e-05,0.0001739971409448667,-0.006644950830188162,-0.004060357410811374,-0.004935810846121699,-0.005756765750270526,-0.003258711693089495,-0.004288093762622684,-0.0007605223681257656,-0.0054546208162960215,-0.001372943641466837,0.0007904339787023438,-7.571604423008832e-05,-7.135390010956759e-05,0.0029675844503550958,-0.00012082676493121076,-0.0002078999751944389,-0.0009448322704846841,0.00028573478820928647,-0.0012215093974517037,-0.0028481805568633875,0.0032594186231452715,-0.00290981764635261,0.003708178899217899,0.0007740979069930908,-0.03663597247543964,-0.06001796489203326,-0.010304492212536922,-0.0052132039156424365,0.0009500021336738782,-0.00021753688525165868,-7.590476717752685e-05,-0.00010598640042438583,-0.0006624788152575709,-0.0004607062333247131,-0.0003835081314067165,0.001990831025143867,-0.00011381886786131455,-4.380246584533241e-05,-0.00022337313938335449,0.0006344448454724053,-0.00019507411343687212,0.00046278215459782945,-0.0030120795766220196,0.0006925547998150108,-0.002361784031150302,-0.002926908469389316,0.0010768084829467922,2.125931692859943e-05,0.0003600249769745503,-0.00010800055279726328,-0.00023316182545703398,-0.001296748970516531,-0.000715733237018667,0.0070494274111786255,-0.0006968534068678931,-0.002863910268081462,-0.0014475367217103088,0.0036281719482497816,-0.030332073579800473,-0.008591132938818415
0.0003027217009234177,0.00044729056717808985,0.0020682695254792736,0.0024806208935915877,6.255880980951996e-05,0.007087656554661546,0.0018105766143582207,0.0021539335831651796,-0.003118117907802448,-0.0033026218636555507,-0.0038386926211576764,0.0021756924761513565,-0.002726267586159089,-0.0006932879277785631,-0.004999180736929722,0.004461863847477469,0.006208064319888712,0.004911657797947694,0.0009051293209180652,0.0058128527886554355,0.002087613827455981,0.0011325622666833828,-0.00018964951705702227,0.006245530112619126,-0.0022964185623677302,-0.004867783350016211,-0.0024004543997367678,0.008620107964729026,0.0034968266456241134,0.010496356500589906,0.01301588147273335,-0.006015040336643074,0.04289555080611727,-0.00831002505587087,0.00366944135801515,0.0004184956388743564,-5.099889752058218e-06,0.0003955820150499297,-0.00044124575481345923,0.0001636454314963056,-0.0026188241361345677,-0.0006933904858416143,0.00534042461773838,0.00015246293569117406,0.0017789407832739153,-0.0011290385301037837,0.000832382546646517,-0.0031784074036555845,-0.0027394857122353816,-0.001481683325315337,-0.002742536647076845,0.004327665077808879,0.002530208126008395,-0.00010788620808668825,0.0008007465405994821,0.0002753748956984779,0.0014592663110962838,0.0007226540792835782,0.005436944801171332,0.004110885124042146,0.0014708263132795958,-6.126845558785769e-05,0.0050357393976115565,0.0007786746447298043,0.03369021406885358,0.01989304395857036
0.005242702598233627,-0.004681444694366016,0.00040088980611296493,-0.0008933204194940305,-2.653116180898844e-05,0.0005883058755412803,0.0029019051663964255,-0.0051939900344820005,-0.002204623943830586,-0.0009953719501875808,0.002652061945101943,0.0032815551077981044,-0.001308652279775252,0.004923078210284639,-0.000666318977402843,0.016348248476693094,0.0013796984245845374,0.0030625228156835973,-6.677466833516128e-05,0.007620275039849504,0.023119839695100508,0.00013520429515539076,0.0014043350274238937,0.004893931987303969,-0.004521324189337946,-0.004745607744892082,-0.0007667297483140342,0.004636667359544253,0.002673030225070039,0.003980679615291083,0.012178365269399333,0.03128848727504123,0.018355124253967275,-0.00618169971522541,0.0038827700230694706,0.0035339601926590025,-7.183763591944263e-05,4.632969335391368e-05,-0.0013206471853426615,-0.00033577112915118373,0.0004412837020150995,0.002052477480727797,-0.018552196007851615,0.0010082562637238242,-0.00011290472979612794,0.0008286746068147851,0.0002537705217930906,-0.015823789390420378,0.002525018304542307,0.002197917064654118,0.0016210605256832915,0.0009162247605971943,0.003003174873863007,-0.000835101792588,-0.00019610265156888573,-0.00011129824488670392,0.000867430832693398,0.00025579726943798325,-0.0026624222632276365,-0.004633252320721352,-0.0011785321762153578,-0.0007537361070964014,-0.001329828516476626,-0.0020748663023498573,0.0002644169075445198,-0.0038333016447229342
0.0005910348551451394,0.0016544462244169889,-3.6902636313525715e-05,0.0004462075953277078,7.368643220317939e-07,0.00457596679129893,0.0013686076958841775,0.00636418711168348,-0.005958504346761577,-0.005134274832870239,-0.00599337139055318,0.0003957808227851393,-0.008192157434204725,-0.00030710759142398014,-0.0055903444807836045,0.0009350308656151848,0.006223462889061393,0.006109950265640235,7.216135170566573e-05,0.005092376224335222,0.0004865141086275171,-0.0035631892863789336,0.00022161589554032615,0.005334714319027952,-0.00406249883936928,-0.0040804953551113006,0.0046333967020958655,0.002575688427806875,0.009950185814317447,0.0041462239555991225,0.010271054963669543,-0.02307838614634644,0.027009732099075128,-0.010386620302544095,0.002120211636959838,0.0003449312193683496,5.4102746372297617e-05,0.00042667993989399983,0.0009025932000036319,0.0004496585037207142,0.0006534716992229924,-0.0029749053074758316,0.0010224782924117039,-0.00015592784941786952,0.0014032687396210118,-0.001036051099079847,-0.0016346758893697004,-0.0024978907919717317,-0.00535470614834888,-0.0036027758818858446,-0.004708540225285968,0.009521408952861021,0.00318852260131978,0.00027038376912594253,0.0002417227276941362,-0.00011504961662626527,0.002972979284299959,0.0017210097762622907,0.0010731191106458416,-0.001281741757288568,0.0021461042827049712,0.003093297491087471,0.00018585330460107094,0.0034465003830961107,0.01171937015828578,0.024751292807280795
0.00039193189272051604,0.0023217941234713094,8.932222958150937e-05,-4.010405582884994e-05,-3.5873798533585244e-05,0.0009585595366497201,0.0012694837618391352,-0.00016752225299536175,0.0036743201127415353,0.0037741311713541483,0.0009981081485793155,-0.008629969429862017,0.004187460235850894,9.55241332706742e-05,0.0025316076374010447,0.0020420605027552594,0.0006584677945029085,0.0012623263336561201,-4.8587763578050724e-05,-0.00771311835580048,0.0005663646386690943,0.000715735927775798,0.0021268853144906946,-0.004083691493018358,-0.0021301354857140367,-0.002180990043830757,0.0014791380814356085,-0.008048801338593418,0.005678370915809296,-0.00022532058381323725,-0.03838451334545877,-0.07194999587302582,-0.012816549703796422,-0.004351284268591579,0.0006649996199554522,0.00038773451076350624,-2.078719161565749e-05,0.0001437732894375085,0.0005983241110699816,-0.0007899334524529358,-0.0007803007190199315,-0.0028178884776600133,0.000665803931012098,-0.0009969551983146363,-0.0001439117480126715,-0.0009117252175599652,-0.0013205560291367675,-0.0010067599143182143,-0.0034895308311280785,0.0004045206556858351,-0.0030509139169120347,-0.0044170288042723466,0.0023654198418179167,0.0004903558879169925,-0.0005478262832181863,-2.782549386925089e-05,-0.00014773959830894726,0.0012189436954579043,0.005118261716188052,0.005907962756297069,-0.0008105532567614834,0.0008572613839603662,0.0013132096159358443,0.0003512046181586755,-0.028447814543721046,-0.0009309260293716773
-0.0007520591301059762,0.00047783313737152316,0.0010935034774147978,-0.0007242954466004139,7.931788134694454e-06,0.003225972253892003,-0.00020406492444200822,0.0038807054887209183,-0.0021158762653290994,-0.001210243933778064,0.0009091262427486738,0.0026760919857081364,-0.002572260537698786,0.0005580359623694372,-0.0026879559138664974,-0.001227508665253609,0.004657634593671152,0.004450291111741046,0.0007388492794640766,0.00398244896706194,0.006371742425310768,0.0013811428826266587,0.0024307113393905178,0.004385007056604763,-0.007366416795706742,-0.008015063609531988,-0.001387451338510463,0.004411903442498338,0.007636459342264951,0.007313660750102906,0.0159117818931101,-0.000699453180073408,0.019373725493064094,-0.01679139457432552,0.002269754167381307,0.00033362334058112397,3.595711606392086e-05,0.00011554095814758636,9.260649536473504e-05,0.0005283857998829022,-0.00042415921873311296,-0.0035170336604287977,-0.0028893732419419025,7.73443758344955e-05,0.0009384203598823323,-0.00231065191251729,0.0022371189125229376,-0.0017746894951791807,-0.011099237372116969,-0.0015004396256554826,-0.010893412298053287,-0.0011121903723169402,0.0028334111160559414,-0.00012689254612798426,0.0013031674897650096,0.0002350047003812176,-0.00035042753954125927,-0.0030853021672912484,0.0028780982631320673,0.0015465799107244511,-0.0029934059424620296,-0.0064665579340900435,0.004616674962528257,0.00216603838594299,0.04043692248643702,0.019647585315645116
0.0027070418698461516,0.00013433760254435065,0.00010156508477261277,0.002563860214874286,4.348276137210635e-05,0.00486873122253383,0.004385289462726242,0.001200708730965172,-0.002970909121913066,-0.002643202359920762,-0.0003604306831238857,-0.0005104287496944434,0.0012900201320588018,-0.0014606259464258105,0.00014034407038919042,0.007013434574515985,0.0037824006489255158,0.008070868712057866,0.00020888675930787656,0.008663890973129066,0.0037862072794124977,0.0021701052277492603,-5.3065374039373836e-05,0.0067757503928158325,-0.010643204953542327,-0.008979032598092379,0.006272047940480918,0.007170774703632902,0.0173363676525732,0.010653057538303626,0.023595822936058896,0.04673205298529329,0.06371921474095221,-0.013814226044029978,0.005453964627678877,0.0007209920788191401,4.1941997645927875e-06,0.00027664512534790003,0.00015713981275171837,0.0002739733571044678,0.003025235021273729,0.004733326194564551,0.007834562120415592,6.367019965918448e-05,0.0037626708580902287,-6.554411316767965e-05,0.001753342995450602,-0.019681125532745338,-0.0001414198889010121,-0.0031255228971395856,-0.0005571213154498869,0.006725369870377876,0.0036307478728804057,-4.0913694402344714e-05,0.0010175331690220797,0.0005821973361595234,0.003358079713500837,0.0040784709924255175,0.006576389774226948,0.003302552001736505,0.0030178755689848347,0.0019253686373298478,0.005314577034835168,0.005783907605383405,0.06124178278788008,0.028742523893040217
-0.0021757585342604044,0.0019180322294926517,0.000792877649414131,0.0017544139463276376,0.00021256820788200423,0.006810114177550536,0.005183270241800976,0.004503887097377993,-0.0023243409991544526,-0.0011050663868533428,0.0016665276581336135,0.002451884724571446,0.002287694673623298,0.00476513802272401,0.0010375978507294232,0.005329113536939055,0.008040167496697106,0.006946543471775757,0.0013371809198059054,0.004266404645063541,0.0014203505411983601,0.002416978252006615,-0.00039035449665454636,0.006109498622586733,-0.003343637285826919,-0.004434926250465705,-0.0012689524461175494,0.007414965754386493,0.0005690239232362301,0.012095210752798157,0.012021652006582811,0.045988437961177304,0.061421104071930265,-0.006543953435289286,0.004368170925856063,0.0005158737240778625,0.0029799711312790225,0.00047819131961675715,0.0013216185996042379,0.0006460573198104521,0.00011222844406200139,0.003532458391354539,0.0021138247273054336,0.00043698355791293997,0.001741392835193432,-0.0026815865687494036,0.0017244187222654566,-0.004643818693262238,-0.002831670735705255,-0.0003358125742708949,-0.0007972517155679371,0.0054708091342542215,0.004501166811007169,-0.00015010590133703502,3.9446016890237745e-05,0.0005984755331396308,0.0017050515789475973,0.0011755010576066603,0.0071389542051399175,0.004219366880643505,0.002640461173234021,0.0012260691995828927,0.004907761164222119,0.0034596354462049783,0.04164565048424121,0.011230568195596693
0.0007469770579024149,0.0046004936331115005,-0.00010406536044389274,-0.00037647402016959447,5.591995608445847e-05,0.0086332998236029,0.0016207100695301568,0.009801364144335615,-0.0025814655187718825,0.00045486939361282414,0.004165830359948747,0.0012835903034493362,-0.00024706020790970135,-0.003456407494735747,0.0007898127399452448,0.0007009787240864485,0.006826814744799135,0.010854667482309446,9.570550199647365e-05,0.003429709769063191,0.003504039203394214,0.0009665014214898701,0.00041713056741168875,0.004290723533372343,-0.004403166572784334,-0.004063894818203832,-0.0021263127964288955,0.004686201050778521,0.014734920604737375,0.007690210146498622,0.00979332948580978,0.03831765941636551,0.02524079663668081,-0.008782755603140346,0.0025267812584176172,0.00021158830282083652,4.022149207381457e-05,0.0005818007585982147,0.0023881520104108247,0.00037202085242938704,0.0029074905919051117,0.001982013970490563,0.002448049955156082,6.051483529511311e-05,0.0011681429369738612,0.00035884456582072993,-0.0014733369240183165,-0.0010378573348382065,-0.004929054281023841,-0.0004586902308191439,-0.005717835050816411,0.004337908153795728,0.003793954515359086,-0.00025674872141149646,0.0008702441468129429,0.00028830674471150286,0.0027377538845744323,-0.002711805493424572,0.0018550692368967392,-0.0005528217372110048,0.0006387288745088038,-0.0031570393384380466,-0.0008303026321419271,0.001531302170806122,0.012199463365275498,-0.0003867043301553075
0.00014904389524567999,0.0017915314921271343,-6.171439347326298e-06,0.000253449398867391,2.5008909387188214e-06,0.005994551981084122,0.0010816850590082787,0.006562445747310426,-0.002331515408709054,-0.001876746597164002,0.001887405871001548,0.0016009726773242167,-0.0025850802021063026,-0.00043044190276237776,-0.0009392462543102534,-4.411767796074403e-05,0.005350266787837343,0.004983269180623843,5.8279793760264896e-05,0.0035193785283137435,0.003815763775181641,0.0009982397311829084,-0.0007087008751282589,0.0032768636690802128,-0.0016385081517574045,9.642031441518355e-05,-0.00026015362302201733,0.004900713394627665,0.004856749724131831,0.009219594641971205,-0.033334336353779075,-0.035889771036745836,0.010032889802367967,-0.008807814691743743,0.0010562389813138413,0.0002032721616632057,1.1185568732437664e-05,8.681117967093699e-05,-0.00022177704524958355,3.1894576752520644e-05,-0.0007272511920789945,-0.0015863346314620348,-0.0030285450506395326,-1.3868574265801792e-05,0.00048589816189103147,-0.002907967110854087,0.0014175212138782718,-0.0009140630135145988,-0.0028612034502900154,0.001106713632556026,-0.002765814331356864,-0.00487293761335895,0.002612732016313841,-0.0005868056878575306,0.0006439977627800871,-0.00027361653238459443,0.000640333484152461,-0.0039333546940145915,0.004322432889939738,0.0011690488423166205,-0.002095345224492664,-0.005751657203124437,0.004199003703139609,0.0013709441626803636,-0.01155526559671701,0.006836457536013978
